1760456485.700000000,0.000001325,0.000000026,0.000000137,0.000000026,0.000003115,-0.000001614,0.000000137,-0.000001614,0.000009868
1760456485.800000000,0.000001286,0.000000060,0.000000144,0.000000060,0.000003171,-0.000001598,0.000000144,-0.000001598,0.000009966
1760456485.900000000,0.000001285,0.000000042,0.000000123,0.000000042,0.000003114,-0.000001614,0.000000123,-0.000001614,0.000009868
1760456486.000000000,0.000001285,0.000000042,0.000000111,0.000000042,0.000003114,-0.000001613,0.000000111,-0.000001613,0.000009868
1760456486.100000000,0.000001368,0.000000037,0.000000171,0.000000037,0.000003171,-0.000001600,0.000000171,-0.000001600,0.000009968
1760456486.200000000,0.000001325,0.000000018,0.000000162,0.000000018,0.000003180,-0.000001669,0.000000162,-0.000001669,0.000009990
1760456486.300000000,0.000001368,-0.000000005,0.000000255,-0.000000005,0.000003304,-0.000001807,0.000000255,-0.000001807,0.000010338
1760456486.400000000,0.000001324,0.000000000,0.000000192,0.000000000,0.000003304,-0.000001824,0.000000192,-0.000001824,0.000010342
1760456486.500000000,0.000001367,-0.000000021,0.000000223,-0.000000021,0.000003307,-0.000001882,0.000000223,-0.000001882,0.000010353
1760456486.600000000,0.000001368,-0.000000013,0.000000255,-0.000000013,0.000003306,-0.000001842,0.000000255,-0.000001842,0.000010346
1760456486.700000000,0.000001368,-0.000000026,0.000000238,-0.000000026,0.000003308,-0.000001881,0.000000238,-0.000001881,0.000010354
1760456486.800000000,0.000001367,-0.000000027,0.000000292,-0.000000027,0.000003307,-0.000001882,0.000000292,-0.000001882,0.000010537
1760456486.900000000,0.000001367,-0.000000037,0.000000236,-0.000000037,0.000003308,-0.000001917,0.000000236,-0.000001917,0.000010498
1760456487.000000000,0.000001367,-0.000000037,0.000000236,-0.000000037,0.000003308,-0.000001917,0.000000236,-0.000001917,0.000010498
1760456487.100000000,0.000001367,-0.000000027,0.000000291,-0.000000027,0.000003308,-0.000001878,0.000000291,-0.000001878,0.000010683
1760456487.200000000,0.000001367,-0.000000025,0.000000317,-0.000000025,0.000003360,-0.000001883,0.000000317,-0.000001883,0.000010683
1760456487.300000000,0.000001367,-0.000000026,0.000000317,-0.000000026,0.000003308,-0.000001878,0.000000317,-0.000001878,0.000010682
1760456487.400000000,0.000001366,-0.000000037,0.000000280,-0.000000037,0.000003308,-0.000001919,0.000000280,-0.000001919,0.000010732
1760456487.500000000,0.000001365,-0.000000056,0.000000279,-0.000000056,0.000003307,-0.000001962,0.000000279,-0.000001962,0.000010734
1760456487.600000000,0.000001367,-0.000000029,0.000000247,-0.000000029,0.000003416,-0.000002085,0.000000247,-0.000002085,0.000011112
1760456487.700000000,0.000001367,-0.000000024,0.000000244,-0.000000024,0.000003414,-0.000002123,0.000000244,-0.000002123,0.000010962
1760456487.800000000,0.000001363,-0.000000003,0.000000176,-0.000000003,0.000003549,-0.000002277,0.000000176,-0.000002277,0.000011500
1760456487.900000000,0.000001402,-0.000000012,0.000000206,-0.000000012,0.000003629,-0.000002421,0.000000206,-0.000002421,0.000011441
1760456488.000000000,0.000001400,0.000000060,0.000000110,0.000000060,0.000003598,-0.000002480,0.000000110,-0.000002480,0.000011529
1760456488.100000000,0.000001402,0.000000025,0.000000222,0.000000025,0.000003534,-0.000002306,0.000000222,-0.000002306,0.000011587
1760456488.200000000,0.000001457,-0.000000030,0.000000310,-0.000000030,0.000003855,-0.000002628,0.000000310,-0.000002628,0.000012215
1760456488.300000000,0.000001401,0.000000020,0.000000220,0.000000020,0.000003531,-0.000002230,0.000000220,-0.000002230,0.000011474
1760456488.400000000,0.000001324,-0.000000016,0.000000274,-0.000000016,0.000003477,-0.000002154,0.000000274,-0.000002154,0.000011187
1760456488.500000000,0.000001323,-0.000000026,0.000000319,-0.000000026,0.000003723,-0.000002361,0.000000319,-0.000002361,0.000011807
1760456488.600000000,0.000001324,-0.000000025,0.000000350,-0.000000025,0.000003690,-0.000002363,0.000000350,-0.000002363,0.000011703
1760456488.700000000,0.000001321,-0.000000062,0.000000411,-0.000000062,0.000003623,-0.000002198,0.000000411,-0.000002198,0.000011415
1760456488.800000000,0.000001322,-0.000000036,0.000000436,-0.000000036,0.000003701,-0.000002125,0.000000436,-0.000002125,0.000011541
1760456488.900000000,0.000001371,0.000000008,0.000000365,0.000000008,0.000003622,-0.000001811,0.000000365,-0.000001811,0.000011128
1760456489.000000000,0.000001320,-0.000000020,0.000000391,-0.000000020,0.000003484,-0.000001597,0.000000391,-0.000001597,0.000010625
1760456489.100000000,0.000001282,-0.000000042,0.000000399,-0.000000042,0.000003439,-0.000001416,0.000000399,-0.000001416,0.000010552
1760456489.200000000,0.000001329,-0.000000043,0.000000395,-0.000000043,0.000003419,-0.000001481,0.000000395,-0.000001481,0.000010388
1760456489.300000000,0.000001284,-0.000000019,0.000000403,-0.000000019,0.000003515,-0.000001530,0.000000403,-0.000001530,0.000010735
1760456489.400000000,0.000001283,-0.000000033,0.000000424,-0.000000033,0.000003432,-0.000001570,0.000000424,-0.000001570,0.000010637
1760456489.500000000,0.000001283,-0.000000028,0.000000459,-0.000000028,0.000003448,-0.000001483,0.000000459,-0.000001483,0.000010460
1760456489.600000000,0.000001280,-0.000000025,0.000000463,-0.000000025,0.000003203,-0.000001144,0.000000463,-0.000001144,0.000009984
1760456489.700000000,0.000001280,-0.000000032,0.000000493,-0.000000032,0.000003206,-0.000001195,0.000000493,-0.000001195,0.000009976
1760456489.800000000,0.000001280,-0.000000035,0.000000494,-0.000000035,0.000003206,-0.000001195,0.000000494,-0.000001195,0.000009976
1760456489.900000000,0.000001276,-0.000000037,0.000000513,-0.000000037,0.000003202,-0.000001124,0.000000513,-0.000001124,0.000009955
1760456490.000000000,0.000001276,-0.000000020,0.000000480,-0.000000020,0.000003174,-0.000001150,0.000000480,-0.000001150,0.000009758
1760456490.100000000,0.000001277,-0.000000027,0.000000508,-0.000000027,0.000003177,-0.000001198,0.000000508,-0.000001198,0.000009905
1760456490.200000000,0.000001276,-0.000000063,0.000000612,-0.000000063,0.000003311,-0.000001388,0.000000612,-0.000001388,0.000010298
1760456490.300000000,0.000001278,-0.000000018,0.000000488,-0.000000018,0.000003381,-0.000001363,0.000000488,-0.000001363,0.000010238
1760456490.400000000,0.000001280,-0.000000059,0.000000616,-0.000000059,0.000003483,-0.000001565,0.000000616,-0.000001565,0.000010672
1760456490.500000000,0.000001278,-0.000000053,0.000000588,-0.000000053,0.000003576,-0.000001677,0.000000588,-0.000001677,0.000011019
1760456490.600000000,0.000001279,-0.000000102,0.000000623,-0.000000102,0.000003675,-0.000001928,0.000000623,-0.000001928,0.000011386
1760456490.700000000,0.000001279,-0.000000115,0.000000638,-0.000000115,0.000003585,-0.000001846,0.000000638,-0.000001846,0.000011157
1760456490.800000000,0.000001315,-0.000000111,0.000000715,-0.000000111,0.000003605,-0.000001765,0.000000715,-0.000001765,0.000011208
1760456490.900000000,0.000001365,-0.000000127,0.000000689,-0.000000127,0.000003656,-0.000001763,0.000000689,-0.000001763,0.000011294
1760456491.000000000,0.000001361,-0.000000080,0.000000615,-0.000000080,0.000003363,-0.000001388,0.000000615,-0.000001388,0.000010658
1760456491.100000000,0.000001360,-0.000000064,0.000000584,-0.000000064,0.000003430,-0.000001487,0.000000584,-0.000001487,0.000010672
1760456491.200000000,0.000001361,-0.000000080,0.000000612,-0.000000080,0.000003359,-0.000001366,0.000000612,-0.000001366,0.000010508
1760456491.300000000,0.000001361,-0.000000080,0.000000612,-0.000000080,0.000003356,-0.000001352,0.000000612,-0.000001352,0.000010498
1760456491.400000000,0.000001359,-0.000000041,0.000000596,-0.000000041,0.000003364,-0.000001173,0.000000596,-0.000001173,0.000010308
1760456491.500000000,0.000001355,-0.000000066,0.000000582,-0.000000066,0.000003358,-0.000001171,0.000000582,-0.000001171,0.000010313
1760456491.600000000,0.000001354,-0.000000060,0.000000532,-0.000000060,0.000003337,-0.000001288,0.000000532,-0.000001288,0.000010349
1760456491.700000000,0.000001360,-0.000000126,0.000000653,-0.000000126,0.000003467,-0.000001414,0.000000653,-0.000001414,0.000010621
1760456491.800000000,0.000001364,-0.000000169,0.000000701,-0.000000169,0.000003568,-0.000001596,0.000000701,-0.000001596,0.000010872
1760456491.900000000,0.000001401,-0.000000187,0.000000706,-0.000000187,0.000003476,-0.000001677,0.000000706,-0.000001677,0.000010818
1760456492.000000000,0.000001363,-0.000000191,0.000000681,-0.000000191,0.000003480,-0.000001717,0.000000681,-0.000001717,0.000010710
1760456492.100000000,0.000001322,-0.000000195,0.000000652,-0.000000195,0.000003481,-0.000001715,0.000000652,-0.000001715,0.000010708
1760456492.200000000,0.000001321,-0.000000193,0.000000626,-0.000000193,0.000003481,-0.000001714,0.000000626,-0.000001714,0.000010703
1760456492.300000000,0.000001364,-0.000000169,0.000000700,-0.000000169,0.000003574,-0.000001597,0.000000700,-0.000001597,0.000011016
1760456492.400000000,0.000001367,-0.000000172,0.000000617,-0.000000172,0.000003529,-0.000001873,0.000000617,-0.000001873,0.000011135
1760456492.500000000,0.000001364,-0.000000185,0.000000663,-0.000000185,0.000003597,-0.000001881,0.000000663,-0.000001881,0.000011044
1760456492.600000000,0.000001365,-0.000000194,0.000000633,-0.000000194,0.000003593,-0.000001828,0.000000633,-0.000001828,0.000011029
1760456492.700000000,0.000001365,-0.000000194,0.000000633,-0.000000194,0.000003593,-0.000001828,0.000000633,-0.000001828,0.000011029
1760456492.800000000,0.000001365,-0.000000196,0.000000664,-0.000000196,0.000003593,-0.000001829,0.000000664,-0.000001829,0.000011024
1760456492.900000000,0.000001365,-0.000000196,0.000000662,-0.000000196,0.000003588,-0.000001781,0.000000662,-0.000001781,0.000011004
1760456493.000000000,0.000001273,-0.000000085,0.000000508,-0.000000085,0.000003310,-0.000001395,0.000000508,-0.000001395,0.000010188
1760456493.100000000,0.000001275,-0.000000057,0.000000488,-0.000000057,0.000003246,-0.000001388,0.000000488,-0.000001388,0.000010003
1760456493.200000000,0.000001312,-0.000000083,0.000000508,-0.000000083,0.000003179,-0.000001215,0.000000508,-0.000001215,0.000009992
1760456493.300000000,0.000001314,-0.000000078,0.000000550,-0.000000078,0.000003358,-0.000001094,0.000000550,-0.000001094,0.000009915
1760456493.400000000,0.000001314,-0.000000128,0.000000515,-0.000000128,0.000003347,-0.000001357,0.000000515,-0.000001357,0.000010041
1760456493.500000000,0.000001268,-0.000000111,0.000000460,-0.000000111,0.000003272,-0.000001239,0.000000460,-0.000001239,0.000009756
